zip_code,latitude,longitude
03752,43.30260,-72.12410
03753,43.51030,-72.13340
03754,43.37670,-72.13810
03755,43.70450,-72.28500
03756,43.64230,-72.25180
03765,44.03940,-72.05730
03766,43.64470,-72.24280
03768,43.79130,-72.16200
03769,43.78630,-72.12050
03770,43.52990,-72.27560
03771,44.27340,-72.02500
03773,43.35320,-72.18380
03774,44.09780,-72.01910
03777,43.89410,-72.09780
03779,43.99060,-72.08130
03780,44.02550,-72.00960
03781,43.55190,-72.27040
03782,43.38680,-72.09500
03784,43.64400,-72.30070
03785,44.15230,-72.03730
03801,43.07290,-70.80520
03802,43.07180,-70.76260
03803,43.07180,-70.76260
03804,43.07180,-70.76260
03809,43.46300,-71.22970
03810,43.48450,-71.24890
03811,42.83700,-71.16030
03812,44.08020,-71.29200
03813,43.98780,-71.06070
03814,43.76820,-71.13490
03815,43.26290,-71.10710
03816,43.68490,-71.25510
03817,43.89090,-71.24070
03818,43.97420,-71.15030
03819,42.92340,-71.12100
